<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
20230703,15:18:00,108958,108964,108958,108958,34,0,0
20230703,15:19:00,108957,108957,108940,108948,28,0,0
20230703,15:20:00,108948,108954,108940,108954,44,0,0
20230703,15:21:00,108954,108980,108954,108980,62,0,0
20230703,15:22:00,108980,109001,108979,109000,53,0,0
20230703,15:23:00,109000,109000,108979,108984,46,0,0
20230703,15:24:00,108984,109009,108984,108999,106,0,0
20230703,15:25:00,108999,109004,108990,108998,81,0,0
20230703,15:26:00,108998,109006,108989,109003,76,0,0
20230703,15:27:00,109003,109010,109003,109010,34,0,0
20230703,15:28:00,109009,109035,109008,109025,60,0,0
20230703,15:29:00,109024,109024,109003,109004,116,0,0
20230703,15:30:00,109004,109008,108989,109000,53,0,0
20230703,15:31:00,109000,109000,108978,108984,61,0,0
20230703,15:32:00,108984,109016,108984,109015,51,0,0
20230703,15:33:00,109015,109038,109015,109036,38,0,0
20230703,15:34:00,109036,109043,109025,109030,39,0,0
20230703,15:35:00,109033,109039,109030,109039,54,0,0
20230703,15:36:00,109039,109054,109037,109049,55,0,0
20230703,15:37:00,109049,109053,109038,109040,42,0,0
20230703,15:38:00,109039,109050,109034,109045,56,0,0
20230703,15:39:00,109045,109053,109045,109048,33,0,0
20230703,15:40:00,109048,109053,109043,109053,23,0,0
20230703,15:41:00,109053,109062,109047,109059,39,0,0
20230703,15:42:00,109060,109070,109060,109069,50,0,0
20230703,15:43:00,109068,109069,109050,109056,58,0,0
20230703,15:44:00,109056,109064,109052,109053,32,0,0
20230703,15:45:00,109054,109073,109054,109068,69,0,0
20230703,15:46:00,109068,109070,109059,109065,31,0,0
20230703,15:47:00,109065,109079,109065,109070,44,0,0
20230703,15:48:00,109070,109085,109062,109084,63,0,0
20230703,15:49:00,109084,109103,109079,109080,51,0,0
20230703,15:50:00,109079,109085,109069,109070,69,0,0
20230703,15:51:00,109070,109091,109068,109090,85,0,0
20230703,15:52:00,109090,109091,109067,109067,53,0,0
20230703,15:53:00,109065,109085,109064,109084,76,0,0
20230703,15:54:00,109085,109096,109079,109080,62,0,0
20230703,15:55:00,109080,109091,109073,109083,62,0,0
20230703,15:56:00,109083,109096,109075,109085,73,0,0
20230703,15:57:00,109085,109097,109085,109088,48,0,0
20230703,15:58:00,109089,109094,109084,109085,79,0,0
20230703,15:59:00,109085,109093,109085,109089,74,0,0
20230703,16:00:00,109090,109111,109085,109108,79,0,0
20230703,16:01:00,109108,109115,109103,109109,100,0,0
20230703,16:02:00,109109,109109,109087,109094,68,0,0
20230703,16:03:00,109094,109094,109064,109069,104,0,0
20230703,16:04:00,109069,109083,109068,109070,69,0,0
20230703,16:05:00,109070,109073,109061,109065,78,0,0
20230703,16:06:00,109065,109066,109058,109060,51,0,0
20230703,16:07:00,109060,109062,109048,109055,59,0,0
20230703,16:08:00,109055,109055,109045,109053,30,0,0
20230703,16:09:00,109053,109060,109046,109060,32,0,0
20230703,16:10:00,109060,109065,109047,109049,58,0,0
20230703,16:11:00,109049,109065,109049,109063,63,0,0
20230703,16:12:00,109063,109086,109062,109085,74,0,0
20230703,16:13:00,109085,109099,109085,109095,75,0,0
20230703,16:14:00,109095,109097,109078,109078,46,0,0
20230703,16:15:00,109078,109083,109072,109074,25,0,0
20230703,16:16:00,109074,109110,109073,109104,70,0,0
20230703,16:17:00,109107,109127,109107,109117,75,0,0
20230703,16:18:00,109118,109118,109098,109107,65,0,0
20230703,16:19:00,109108,109117,109104,109112,51,0,0
20230703,16:20:00,109112,109120,109100,109112,71,0,0
20230703,16:21:00,109112,109114,109097,109102,37,0,0
20230703,16:22:00,109100,109122,109097,109121,34,0,0
20230703,16:23:00,109121,109131,109121,109124,26,0,0
20230703,16:24:00,109124,109134,109124,109134,44,0,0
20230703,16:25:00,109134,109135,109129,109134,21,0,0
20230703,16:26:00,109134,109150,109128,109144,40,0,0
20230703,16:27:00,109144,109146,109134,109141,44,0,0
20230703,16:28:00,109141,109148,109128,109132,107,0,0
20230703,16:29:00,109132,109136,109123,109136,43,0,0
20230703,16:30:00,109135,109142,109130,109140,92,0,0
20230703,16:31:00,109140,109143,109138,109138,169,0,0
20230703,16:32:00,109138,109152,109134,109151,112,0,0
20230703,16:33:00,109151,109169,109150,109162,101,0,0
20230703,16:34:00,109162,109164,109145,109147,91,0,0
20230703,16:35:00,109146,109148,109122,109128,86,0,0
20230703,16:36:00,109128,109128,109073,109099,127,0,0
20230703,16:37:00,109099,109099,109077,109089,100,0,0
20230703,16:38:00,109094,109113,109092,109108,91,0,0
20230703,16:39:00,109109,109121,109107,109118,51,0,0
20230703,16:40:00,109118,109122,109104,109109,123,0,0
20230703,16:41:00,109109,109109,109074,109075,74,0,0
20230703,16:42:00,109075,109104,109073,109104,95,0,0
20230703,16:43:00,109105,109115,109100,109103,82,0,0
20230703,16:44:00,109104,109120,109101,109119,65,0,0
20230703,16:45:00,109117,109198,109117,109188,136,0,0
20230703,16:46:00,109186,109206,109179,109179,136,0,0
20230703,16:47:00,109179,109198,109161,109161,125,0,0
20230703,16:48:00,109162,109175,109160,109163,70,0,0
20230703,16:49:00,109163,109174,109144,109165,98,0,0
20230703,16:50:00,109165,109176,109143,109148,103,0,0
20230703,16:51:00,109148,109167,109148,109154,78,0,0
20230703,16:52:00,109154,109164,109146,109164,46,0,0
20230703,16:53:00,109165,109173,109150,109150,73,0,0
20230703,16:54:00,109150,109159,109141,109149,48,0,0
20230703,16:55:00,109149,109156,109113,109122,115,0,0
20230703,16:56:00,109123,109134,109119,109125,57,0,0
20230703,16:57:00,109122,109136,109108,109132,68,0,0
20230703,16:58:00,109132,109133,109110,109115,70,0,0
20230703,16:59:00,109119,109136,109111,109136,169,0,0
20230703,17:00:00,109136,109336,109136,109287,693,0,0
20230703,17:01:00,109287,109340,109278,109279,394,0,0
20230703,17:02:00,109275,109286,109234,109255,384,0,0
20230703,17:03:00,109255,109313,109253,109266,455,0,0
20230703,17:04:00,109264,109286,109246,109259,304,0,0
20230703,17:05:00,109259,109259,109213,109233,251,0,0
20230703,17:06:00,109232,109242,109223,109226,171,0,0
20230703,17:07:00,109226,109259,109225,109230,256,0,0
20230703,17:08:00,109229,109258,109213,109232,193,0,0
20230703,17:09:00,109232,109243,109220,109229,172,0,0
20230703,17:10:00,109229,109231,109193,109198,169,0,0
20230703,17:11:00,109202,109209,109160,109169,217,0,0
20230703,17:12:00,109169,109172,109156,109159,146,0,0
20230703,17:13:00,109158,109191,109158,109168,132,0,0
20230703,17:14:00,109168,109177,109149,109175,104,0,0
20230703,17:15:00,109176,109178,109154,109160,128,0,0
20230703,17:16:00,109158,109158,109108,109122,120,0,0
20230703,17:17:00,109122,109162,109119,109149,173,0,0
20230703,17:18:00,109149,109151,109128,109129,91,0,0
20230703,17:19:00,109129,109138,109111,109121,95,0,0
20230703,17:20:00,109121,109130,109106,109107,121,0,0
20230703,17:21:00,109104,109106,109091,109104,99,0,0
20230703,17:22:00,109105,109122,109100,109117,89,0,0
20230703,17:23:00,109117,109117,109095,109109,104,0,0
20230703,17:24:00,109109,109134,109106,109129,64,0,0
20230703,17:25:00,109129,109134,109103,109110,96,0,0
20230703,17:26:00,109110,109129,109109,109122,94,0,0
20230703,17:27:00,109120,109127,109103,109104,170,0,0
20230703,17:28:00,109103,109111,109087,109102,100,0,0
20230703,17:29:00,109103,109103,109091,109096,125,0,0
20230703,17:30:00,109097,109099,109081,109088,133,0,0
20230703,17:31:00,109088,109098,109078,109083,125,0,0
20230703,17:32:00,109083,109104,109077,109100,140,0,0
20230703,17:33:00,109100,109102,109084,109098,137,0,0
20230703,17:34:00,109098,109102,109091,109093,143,0,0
20230703,17:35:00,109093,109103,109082,109099,139,0,0
20230703,17:36:00,109099,109105,109061,109071,129,0,0
20230703,17:37:00,109070,109087,109064,109087,105,0,0
20230703,17:38:00,109087,109100,109086,109094,62,0,0
20230703,17:39:00,109095,109107,109091,109094,65,0,0
20230703,17:40:00,109094,109109,109093,109102,69,0,0
20230703,17:41:00,109103,109109,109089,109098,54,0,0
20230703,17:42:00,109098,109098,109086,109091,46,0,0
20230703,17:43:00,109093,109093,109072,109090,62,0,0
20230703,17:44:00,109090,109101,109086,109099,28,0,0
20230703,17:45:00,109099,109109,109088,109093,63,0,0
20230703,17:46:00,109093,109094,109069,109070,40,0,0
20230703,17:47:00,109070,109075,109049,109049,77,0,0
20230703,17:48:00,109049,109060,109035,109059,84,0,0
20230703,17:49:00,109059,109079,109059,109074,68,0,0
20230703,17:50:00,109074,109078,109054,109054,89,0,0
20230703,17:51:00,109054,109062,109030,109034,92,0,0
20230703,17:52:00,109034,109048,109028,109029,88,0,0
20230703,17:53:00,109029,109044,109028,109041,82,0,0
20230703,17:54:00,109041,109078,109041,109077,67,0,0
20230703,17:55:00,109078,109082,109053,109061,76,0,0
20230703,17:56:00,109061,109070,109045,109048,56,0,0
20230703,17:57:00,109048,109063,109040,109063,126,0,0
20230703,17:58:00,109065,109074,109058,109067,147,0,0
20230703,17:59:00,109068,109075,109059,109067,98,0,0
20230703,18:00:00,109067,109072,109056,109057,125,0,0
20230703,18:01:00,109057,109068,109055,109061,141,0,0
20230703,18:02:00,109062,109073,109049,109050,125,0,0
20230703,18:03:00,109050,109057,109040,109049,88,0,0
20230703,18:04:00,109048,109058,109033,109033,102,0,0
20230703,18:05:00,109033,109044,109017,109025,109,0,0
20230703,18:06:00,109025,109040,109021,109029,73,0,0
20230703,18:07:00,109030,109048,109029,109043,126,0,0
20230703,18:08:00,109043,109065,109033,109064,121,0,0
20230703,18:09:00,109066,109074,109051,109065,125,0,0
20230703,18:10:00,109064,109064,109043,109060,99,0,0
20230703,18:11:00,109060,109066,109054,109060,77,0,0
20230703,18:12:00,109059,109080,109055,109078,77,0,0
20230703,18:13:00,109079,109095,109079,109089,63,0,0
20230703,18:14:00,109092,109099,109084,109099,62,0,0
20230703,18:15:00,109099,109125,109093,109125,90,0,0
20230703,18:16:00,109128,109133,109116,109126,111,0,0
20230703,18:17:00,109127,109132,109119,109129,64,0,0
20230703,18:18:00,109129,109134,109122,109122,93,0,0
20230703,18:19:00,109125,109130,109115,109121,60,0,0
20230703,18:20:00,109121,109126,109108,109111,60,0,0
20230703,18:21:00,109111,109121,109108,109113,42,0,0
20230703,18:22:00,109113,109121,109105,109120,94,0,0
20230703,18:23:00,109119,109124,109098,109107,50,0,0
20230703,18:24:00,109106,109121,109101,109121,82,0,0
20230703,18:25:00,109121,109121,109106,109106,49,0,0
20230703,18:26:00,109107,109111,109105,109110,34,0,0
20230703,18:27:00,109110,109127,109106,109125,45,0,0
20230703,18:28:00,109125,109134,109125,109125,45,0,0
20230703,18:29:00,109126,109141,109118,109141,71,0,0
20230703,18:30:00,109142,109148,109124,109125,166,0,0
20230703,18:31:00,109125,109125,109076,109076,111,0,0
20230703,18:32:00,109074,109076,109062,109067,92,0,0
20230703,18:33:00,109066,109075,109047,109049,77,0,0
20230703,18:34:00,109048,109075,109044,109073,84,0,0
20230703,18:35:00,109073,109087,109073,109087,75,0,0
20230703,18:36:00,109087,109096,109087,109095,67,0,0
20230703,18:37:00,109096,109107,109091,109105,76,0,0
20230703,18:38:00,109107,109109,109095,109105,71,0,0
20230703,18:39:00,109104,109119,109099,109115,88,0,0
20230703,18:40:00,109116,109139,109111,109138,63,0,0
20230703,18:41:00,109139,109150,109138,109149,81,0,0
20230703,18:42:00,109150,109162,109147,109159,74,0,0
20230703,18:43:00,109156,109180,109152,109180,109,0,0
20230703,18:44:00,109180,109192,109173,109186,73,0,0
20230703,18:45:00,109186,109187,109179,109180,56,0,0
20230703,18:46:00,109182,109197,109179,109192,84,0,0
20230703,18:47:00,109191,109212,109187,109209,81,0,0
20230703,18:48:00,109208,109225,109204,109224,79,0,0
20230703,18:49:00,109225,109229,109221,109222,57,0,0
20230703,18:50:00,109222,109223,109195,109200,92,0,0
20230703,18:51:00,109199,109210,109194,109209,65,0,0
20230703,18:52:00,109209,109209,109198,109204,67,0,0
20230703,18:53:00,109205,109209,109197,109209,54,0,0
20230703,18:54:00,109210,109229,109208,109228,50,0,0
20230703,18:55:00,109229,109230,109223,109225,61,0,0
20230703,18:56:00,109225,109227,109194,109205,104,0,0
20230703,18:57:00,109204,109205,109189,109198,55,0,0
20230703,18:58:00,109196,109196,109182,109185,61,0,0
20230703,18:59:00,109184,109188,109182,109182,53,0,0
20230703,19:00:00,109182,109182,109169,109173,57,0,0
20230703,19:01:00,109174,109177,109166,109169,32,0,0
20230703,19:02:00,109169,109184,109164,109184,43,0,0
20230703,19:03:00,109184,109188,109174,109184,33,0,0
20230703,19:04:00,109184,109184,109169,109174,25,0,0
20230703,19:05:00,109174,109174,109159,109164,65,0,0
20230703,19:06:00,109164,109165,109152,109156,58,0,0
20230703,19:07:00,109159,109186,109156,109186,41,0,0
20230703,19:08:00,109183,109198,109183,109196,42,0,0
20230703,19:09:00,109193,109209,109193,109205,51,0,0
20230703,19:10:00,109205,109214,109199,109200,54,0,0
20230703,19:11:00,109201,109201,109190,109191,49,0,0
20230703,19:12:00,109191,109192,109176,109191,63,0,0
20230703,19:13:00,109191,109208,109183,109200,79,0,0
20230703,19:14:00,109200,109202,109183,109193,50,0,0
20230703,19:15:00,109193,109194,109173,109177,40,0,0
20230703,19:16:00,109177,109178,109172,109175,20,0,0
20230703,19:17:00,109175,109185,109175,109179,28,0,0
20230703,19:18:00,109176,109184,109170,109170,43,0,0
20230703,19:19:00,109170,109170,109160,109160,38,0,0
20230703,19:20:00,109160,109165,109156,109163,25,0,0
20230703,19:21:00,109163,109167,109159,109164,30,0,0
20230703,19:22:00,109164,109175,109163,109170,64,0,0
20230703,19:23:00,109170,109172,109159,109171,55,0,0
20230703,19:24:00,109171,109175,109169,109171,46,0,0
20230703,19:25:00,109170,109172,109159,109161,39,0,0
20230703,19:26:00,109161,109161,109138,109140,50,0,0
20230703,19:27:00,109139,109151,109138,109149,40,0,0
20230703,19:28:00,109149,109164,109143,109163,33,0,0
20230703,19:29:00,109163,109170,109163,109168,55,0,0
20230703,19:30:00,109171,109171,109159,109160,41,0,0
20230703,19:31:00,109159,109190,109158,109189,46,0,0
20230703,19:32:00,109191,109202,109180,109180,37,0,0
20230703,19:33:00,109180,109186,109179,109186,33,0,0
20230703,19:34:00,109187,109190,109173,109176,36,0,0
20230703,19:35:00,109176,109183,109172,109174,57,0,0
20230703,19:36:00,109174,109174,109156,109159,42,0,0
20230703,19:37:00,109161,109161,109144,109144,46,0,0
20230703,19:38:00,109144,109167,109144,109162,89,0,0
20230703,19:39:00,109164,109166,109156,109156,58,0,0
20230703,19:40:00,109159,109160,109146,109156,84,0,0
20230703,19:41:00,109157,109169,109151,109169,52,0,0
20230703,19:42:00,109168,109172,109166,109166,45,0,0
20230703,19:43:00,109166,109175,109164,109169,38,0,0
20230703,19:44:00,109170,109171,109164,109164,22,0,0
20230703,19:45:00,109164,109171,109161,109164,19,0,0
20230703,19:46:00,109164,109164,109152,109155,42,0,0
20230703,19:47:00,109155,109165,109155,109155,22,0,0
20230703,19:48:00,109155,109156,109152,109156,12,0,0
20230703,19:49:00,109156,109156,109154,109155,14,0,0
20230703,19:50:00,109156,109160,109155,109157,21,0,0
20230703,19:51:00,109156,109164,109156,109164,29,0,0
20230703,19:52:00,109164,109169,109164,109164,18,0,0
20230703,19:53:00,109164,109175,109160,109174,45,0,0
20230703,19:54:00,109175,109196,109174,109196,50,0,0
20230703,19:55:00,109195,109196,109169,109170,55,0,0
20230703,19:56:00,109170,109170,109159,109160,10,0,0
20230703,19:57:00,109160,109167,109159,109166,28,0,0
20230703,19:58:00,109169,109169,109160,109169,31,0,0
20230703,19:59:00,109167,109168,109155,109157,47,0,0
20230703,20:00:00,109160,109164,109153,109159,91,0,0
20230703,20:01:00,109156,109161,109156,109156,44,0,0
20230703,20:02:00,109157,109161,109155,109159,31,0,0
20230703,20:03:00,109159,109159,109145,109145,30,0,0
20230703,20:04:00,109145,109145,109139,109139,15,0,0
20230703,20:05:00,109139,109139,109132,109132,19,0,0
20230703,20:06:00,109132,109137,109130,109135,32,0,0
20230703,20:07:00,109135,109135,109125,109130,20,0,0
20230703,20:08:00,109129,109129,109114,109121,38,0,0
20230703,20:09:00,109121,109121,109120,109120,4,0,0
20230703,20:10:00,109120,109132,109119,109125,31,0,0
20230703,20:11:00,109125,109129,109122,109125,29,0,0
20230703,20:12:00,109126,109132,109125,109132,25,0,0
20230703,20:13:00,109131,109139,109129,109139,34,0,0
20230703,20:14:00,109139,109139,109135,109136,6,0,0
20230703,20:15:00,109135,109136,109129,109129,9,0,0
20230703,20:16:00,109129,109137,109129,109137,16,0,0
20230703,20:17:00,109136,109141,109136,109140,24,0,0
20230703,20:18:00,109140,109142,109138,109138,10,0,0
20230703,20:19:00,109138,109138,109130,109131,13,0,0
20230703,20:20:00,109130,109132,109129,109131,6,0,0
20230703,20:21:00,109131,109131,109129,109130,13,0,0
20230703,20:22:00,109129,109137,109128,109136,22,0,0
20230703,20:23:00,109136,109140,109136,109139,10,0,0
20230703,20:24:00,109140,109147,109140,109143,25,0,0
20230703,20:25:00,109144,109148,109143,109145,12,0,0
20230703,20:26:00,109146,109147,109145,109146,16,0,0
20230703,20:27:00,109146,109157,109146,109155,34,0,0
20230703,20:28:00,109155,109156,109145,109146,20,0,0
20230703,20:29:00,109147,109147,109145,109147,17,0,0
20230703,20:30:00,109147,109147,109144,109145,7,0,0
20230703,20:31:00,109145,109147,109144,109145,8,0,0
20230703,20:32:00,109148,109148,109145,109147,12,0,0
20230703,20:33:00,109145,109148,109142,109143,23,0,0
20230703,20:34:00,109142,109142,109133,109135,22,0,0
20230703,20:35:00,109135,109136,109134,109134,8,0,0
20230703,20:36:00,109134,109136,109133,109134,12,0,0
20230703,20:37:00,109134,109134,109127,109129,24,0,0
20230703,20:38:00,109128,109135,109127,109135,12,0,0
20230703,20:39:00,109135,109135,109127,109130,18,0,0
20230703,20:40:00,109130,109133,109124,109125,23,0,0
20230703,20:41:00,109125,109130,109125,109128,17,0,0
20230703,20:42:00,109129,109133,109127,109127,16,0,0
20230703,20:43:00,109128,109133,109127,109127,18,0,0
20230703,20:44:00,109128,109128,109123,109124,19,0,0
20230703,20:45:00,109124,109125,109118,109118,13,0,0
20230703,20:46:00,109118,109123,109118,109123,13,0,0
20230703,20:47:00,109123,109127,109120,109125,17,0,0
20230703,20:48:00,109125,109127,109115,109119,13,0,0
20230703,20:49:00,109119,109121,109111,109111,17,0,0
20230703,20:50:00,109112,109115,109111,109113,5,0,0
20230703,20:51:00,109113,109114,109112,109112,4,0,0
20230703,20:52:00,109112,109113,109112,109113,2,0,0
20230703,20:53:00,109113,109113,109112,109113,3,0,0
20230703,20:54:00,109113,109113,109108,109109,9,0,0
20230703,20:55:00,109108,109109,109106,109106,5,0,0
20230703,20:56:00,109105,109108,109101,109102,25,0,0
20230703,20:57:00,109102,109102,109095,109097,13,0,0
20230703,20:58:00,109097,109099,109091,109094,22,0,0
20230703,20:59:00,109091,109094,109085,109085,23,0,0
20230703,21:00:00,109085,109098,109085,109098,26,0,0
20230703,21:01:00,109097,109099,109096,109098,9,0,0
20230703,21:02:00,109099,109099,109098,109099,9,0,0
20230703,21:03:00,109098,109100,109098,109100,15,0,0
20230703,21:04:00,109100,109101,109098,109098,6,0,0
20230703,21:05:00,109098,109098,109092,109094,10,0,0
20230703,21:06:00,109094,109103,109093,109103,14,0,0
20230703,21:07:00,109102,109104,109101,109103,13,0,0
20230703,21:08:00,109103,109105,109099,109103,14,0,0
20230703,21:09:00,109103,109103,109103,109103,1,0,0
20230703,21:10:00,109103,109109,109103,109109,9,0,0
20230703,21:11:00,109108,109115,109108,109115,15,0,0
20230703,21:12:00,109115,109121,109115,109117,27,0,0
20230703,21:13:00,109117,109127,109117,109127,15,0,0
20230703,21:14:00,109128,109128,109119,109123,21,0,0
20230703,21:15:00,109123,109123,109114,109115,26,0,0
20230703,21:16:00,109115,109115,109109,109110,24,0,0
20230703,21:17:00,109113,109113,109109,109110,8,0,0
20230703,21:18:00,109112,109113,109110,109113,5,0,0
20230703,21:19:00,109113,109118,109113,109118,10,0,0
20230703,21:20:00,109118,109120,109118,109120,3,0,0
20230703,21:21:00,109120,109120,109119,109120,5,0,0
20230703,21:22:00,109119,109123,109119,109123,4,0,0
20230703,21:23:00,109123,109127,109123,109123,5,0,0
20230703,21:24:00,109123,109126,109122,109124,7,0,0
20230703,21:25:00,109124,109124,109116,109118,8,0,0
20230703,21:26:00,109118,109122,109115,109122,10,0,0
20230703,21:27:00,109122,109124,109122,109124,3,0,0
20230703,21:28:00,109124,109127,109124,109125,5,0,0
20230703,21:29:00,109125,109125,109124,109124,2,0,0
20230703,21:30:00,109124,109124,109111,109111,13,0,0
20230703,21:31:00,109111,109119,109111,109118,25,0,0
20230703,21:32:00,109118,109118,109104,109104,31,0,0
20230703,21:33:00,109107,109111,109103,109111,20,0,0
20230703,21:34:00,109108,109113,109108,109110,14,0,0
20230703,21:35:00,109111,109113,109105,109112,19,0,0
20230703,21:36:00,109110,109110,109108,109109,13,0,5
20230703,21:37:00,109110,109114,109108,109112,19,0,5
20230703,21:38:00,109112,109113,109106,109106,8,0,0
20230703,21:39:00,109109,109109,109100,109100,12,0,0
20230703,21:40:00,109100,109103,109098,109102,14,0,0
20230703,21:41:00,109100,109106,109100,109102,13,0,0
20230703,21:42:00,109103,109105,109103,109104,16,0,0
20230703,21:43:00,109103,109104,109098,109102,17,0,0
20230703,21:44:00,109102,109106,109102,109105,12,0,0
20230703,21:45:00,109105,109105,109098,109102,18,0,0
20230703,21:46:00,109102,109104,109100,109103,18,0,0
20230703,21:47:00,109102,109108,109102,109105,12,0,0
20230703,21:48:00,109105,109116,109105,109113,18,0,0
20230703,21:49:00,109113,109113,109112,109113,5,0,0
20230703,21:50:00,109112,109113,109108,109108,8,0,0
20230703,21:51:00,109111,109112,109108,109111,7,0,0
20230703,21:52:00,109108,109116,109108,109111,22,0,0
20230703,21:53:00,109108,109115,109108,109113,14,0,0
20230703,21:54:00,109112,109117,109112,109116,31,0,0
20230703,21:55:00,109113,109115,109112,109115,45,0,0
20230703,21:56:00,109114,109116,109113,109114,13,0,0
20230703,21:57:00,109114,109115,109110,109110,14,0,0
20230703,21:58:00,109111,109113,109098,109109,57,0,0
20230703,21:59:00,109108,109120,109104,109118,70,0,0
20230703,22:00:00,109120,109120,109108,109109,54,0,0
20230703,22:01:00,109107,109107,109102,109104,54,0,0
20230703,22:02:00,109103,109112,109101,109109,51,0,0
20230703,22:03:00,109108,109112,109105,109111,41,0,0
20230703,22:04:00,109111,109118,109108,109116,29,0,0
20230703,22:05:00,109116,109116,109114,109114,16,0,0
20230703,22:06:00,109113,109116,109111,109112,9,0,0
20230703,22:07:00,109114,109114,109106,109106,17,0,0
20230703,22:08:00,109107,109113,109107,109113,10,0,0
20230703,22:09:00,109110,109116,109110,109113,8,0,0
20230703,22:10:00,109113,109115,109111,109111,23,0,0
20230703,22:11:00,109111,109111,109108,109111,8,0,0
20230703,22:12:00,109110,109111,109109,109109,4,0,0
20230703,22:13:00,109109,109110,109109,109110,4,0,0
20230703,22:14:00,109110,109113,109108,109112,22,0,0
20230703,22:15:00,109112,109116,109112,109114,18,0,0
20230703,22:16:00,109113,109117,109113,109116,4,0,0
20230703,22:17:00,109116,109116,109112,109113,7,0,0
20230703,22:18:00,109113,109114,109112,109113,5,0,0
20230703,22:19:00,109113,109114,109108,109108,8,0,0
20230703,22:20:00,109109,109109,109103,109104,9,0,0
20230703,22:21:00,109103,109105,109103,109104,8,0,0
20230703,22:22:00,109105,109108,109105,109107,4,0,0
20230703,22:23:00,109108,109109,109105,109106,5,0,0
20230703,22:24:00,109108,109108,109105,109107,7,0,0
20230703,22:25:00,109106,109107,109104,109104,5,0,0
20230703,22:26:00,109104,109104,109101,109101,4,0,0
20230703,22:27:00,109101,109104,109101,109102,4,0,0
20230703,22:28:00,109102,109106,109102,109106,2,0,0
20230703,22:29:00,109102,109104,109102,109104,2,0,0
20230703,22:30:00,109104,109110,109104,109109,6,0,0
20230703,22:31:00,109112,109115,109112,109113,6,0,0
20230703,22:32:00,109112,109112,109111,109111,2,0,5
20230703,22:33:00,109111,109111,109108,109108,3,0,5
20230703,22:34:00,109108,109114,109107,109113,6,0,0
20230703,22:35:00,109113,109114,109112,109114,4,0,0
20230703,22:36:00,109106,109114,109106,109114,4,0,0
20230703,22:37:00,109114,109117,109112,109113,7,0,0
20230703,22:38:00,109113,109116,109113,109115,12,0,0
20230703,22:39:00,109115,109118,109115,109116,4,0,0
20230703,22:40:00,109109,109117,109109,109115,7,0,0
20230703,22:41:00,109115,109116,109114,109115,7,0,0
20230703,22:42:00,109116,109116,109115,109115,6,0,0
20230703,22:43:00,109115,109116,109112,109115,10,0,0
20230703,22:44:00,109115,109116,109115,109116,2,0,0
20230703,22:45:00,109116,109116,109115,109115,2,0,0
20230703,22:46:00,109112,109112,109111,109111,8,0,0
20230703,22:47:00,109111,109112,109111,109112,2,0,0
20230703,22:48:00,109112,109112,109106,109106,10,0,0
20230703,22:49:00,109109,109109,109101,109101,11,0,0
20230703,22:50:00,109101,109104,109101,109103,4,0,0
20230703,22:51:00,109103,109104,109103,109104,4,0,0
20230703,22:52:00,109104,109104,109100,109100,5,0,0
20230703,22:53:00,109100,109103,109100,109101,5,0,0
20230703,22:54:00,109103,109103,109096,109097,8,0,0
20230703,22:55:00,109098,109104,109098,109104,6,0,0
20230703,22:56:00,109104,109106,109103,109103,8,0,0
20230703,22:57:00,109103,109107,109098,109098,9,0,0
20230703,22:58:00,109098,109099,109091,109091,12,0,0
20230703,22:59:00,109096,109097,109091,109091,20,0,0
20230703,23:00:00,109091,109098,109087,109094,27,0,1
20230703,23:01:00,109094,109100,109092,109099,7,0,2
20230703,23:02:00,109098,109098,109097,109098,3,0,2
20230703,23:03:00,109098,109098,109098,109098,1,0,2
20230703,23:04:00,109099,109100,109092,109095,9,0,2
20230703,23:05:00,109095,109095,109093,109093,3,0,7
20230703,23:06:00,109093,109094,109092,109093,4,0,8
20230703,23:07:00,109093,109094,109093,109094,2,0,9
20230703,23:08:00,109094,109105,109094,109104,12,0,7
20230703,23:09:00,109104,109115,109104,109111,22,0,7
20230703,23:10:00,109112,109118,109112,109113,12,0,2
20230703,23:11:00,109113,109120,109113,109115,19,0,2
20230703,23:12:00,109116,109119,109115,109115,10,0,7
20230703,23:13:00,109116,109118,109112,109112,9,0,4
20230703,23:14:00,109112,109117,109112,109117,4,0,2
20230703,23:15:00,109118,109118,109115,109117,4,0,2
20230703,23:16:00,109114,109114,109107,109112,7,0,2
20230703,23:17:00,109111,109113,109111,109113,2,0,2
20230703,23:18:00,109111,109114,109111,109114,3,0,2
20230703,23:19:00,109112,109114,109112,109114,2,0,2
20230703,23:20:00,109114,109115,109112,109115,5,0,2
20230703,23:21:00,109115,109115,109114,109114,2,0,2
20230703,23:22:00,109115,109115,109114,109114,4,0,2
20230703,23:23:00,109114,109115,109114,109114,3,0,2
20230703,23:24:00,109114,109115,109113,109113,4,0,2
20230703,23:25:00,109114,109114,109110,109110,3,0,2
20230703,23:26:00,109110,109111,109109,109111,4,0,7
20230703,23:27:00,109114,109115,109111,109111,8,0,2
20230703,23:28:00,109114,109115,109110,109115,10,0,2
20230703,23:29:00,109116,109119,109115,109118,17,0,7
20230703,23:30:00,109118,109119,109115,109118,11,0,8
20230703,23:31:00,109118,109120,109118,109119,4,0,9
20230703,23:32:00,109122,109125,109122,109124,9,0,8
20230703,23:33:00,109124,109126,109124,109125,5,0,8
20230703,23:34:00,109124,109127,109124,109126,7,0,8
