<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
20230703,01:42:00,109088,109088,109087,109087,4,0,13
20230703,01:43:00,109090,109099,109088,109091,55,0,11
20230703,01:44:00,109095,109095,109089,109095,18,0,11
20230703,01:45:00,109095,109095,109087,109087,20,0,13
20230703,01:46:00,109088,109089,109084,109087,13,0,14
20230703,01:47:00,109086,109089,109086,109088,7,0,16
20230703,01:48:00,109088,109090,109086,109086,9,0,16
20230703,01:49:00,109086,109089,109086,109088,7,0,17
20230703,01:50:00,109095,109095,109088,109089,7,0,8
20230703,01:51:00,109089,109095,109088,109091,12,0,15
20230703,01:52:00,109090,109093,109090,109093,3,0,15
20230703,01:53:00,109092,109096,109091,109095,11,0,14
20230703,01:54:00,109094,109095,109092,109092,5,0,16
20230703,01:55:00,109094,109096,109090,109093,14,0,16
20230703,01:56:00,109093,109094,109093,109094,2,0,17
20230703,01:57:00,109094,109095,109087,109087,7,0,16
20230703,01:58:00,109085,109090,109081,109083,23,0,13
20230703,01:59:00,109082,109093,109082,109091,19,0,15
20230703,02:00:00,109093,109097,109092,109094,22,0,9
20230703,02:01:00,109094,109095,109089,109091,10,0,9
20230703,02:02:00,109090,109092,109088,109092,12,0,9
20230703,02:03:00,109091,109091,109084,109084,19,0,9
20230703,02:04:00,109083,109087,109082,109084,18,0,9
20230703,02:05:00,109084,109088,109083,109088,7,0,9
20230703,02:06:00,109088,109093,109088,109092,10,0,9
20230703,02:07:00,109093,109093,109092,109092,2,0,9
20230703,02:08:00,109090,109092,109088,109090,9,0,8
20230703,02:09:00,109092,109093,109092,109093,6,0,6
20230703,02:10:00,109093,109096,109093,109093,7,0,9
20230703,02:11:00,109093,109094,109093,109093,3,0,9
20230703,02:12:00,109098,109099,109095,109096,10,0,9
20230703,02:13:00,109095,109096,109086,109086,10,0,9
20230703,02:14:00,109089,109091,109086,109088,10,0,9
20230703,02:15:00,109088,109088,109088,109088,1,0,7
20230703,02:16:00,109087,109090,109083,109088,10,0,9
20230703,02:17:00,109088,109088,109088,109088,1,0,9
20230703,02:18:00,109089,109090,109088,109089,4,0,5
20230703,02:19:00,109088,109088,109082,109082,2,0,9
20230703,02:20:00,109088,109089,109085,109088,8,0,9
20230703,02:21:00,109088,109089,109085,109085,4,0,9
20230703,02:22:00,109087,109088,109087,109088,2,0,9
20230703,02:23:00,109088,109088,109087,109087,4,0,9
20230703,02:24:00,109086,109089,109086,109089,19,0,9
20230703,02:25:00,109088,109089,109085,109085,9,0,9
20230703,02:26:00,109085,109088,109084,109088,6,0,9
20230703,02:27:00,109086,109088,109086,109088,2,0,9
20230703,02:28:00,109088,109088,109080,109083,12,0,9
20230703,02:29:00,109082,109082,109080,109082,5,0,4
20230703,02:30:00,109081,109083,109071,109072,17,0,3
20230703,02:31:00,109072,109072,109066,109067,11,0,9
20230703,02:32:00,109065,109068,109065,109065,9,0,9
20230703,02:33:00,109065,109070,109065,109070,3,0,9
20230703,02:34:00,109070,109071,109070,109071,2,0,9
20230703,02:35:00,109072,109074,109070,109074,6,0,9
20230703,02:36:00,109074,109076,109073,109073,9,0,9
20230703,02:37:00,109073,109077,109071,109073,12,0,8
20230703,02:38:00,109073,109077,109071,109073,12,0,8
20230703,02:39:00,109072,109079,109071,109073,13,0,6
20230703,02:40:00,109074,109080,109074,109074,4,0,6
20230703,02:41:00,109074,109075,109074,109074,3,0,6
20230703,02:42:00,109074,109074,109074,109074,1,0,9
20230703,02:43:00,109076,109076,109073,109073,3,0,6
20230703,02:44:00,109075,109084,109074,109081,15,0,5
20230703,02:45:00,109081,109087,109077,109083,26,0,1
20230703,02:46:00,109087,109093,109085,109087,34,0,0
20230703,02:47:00,109087,109092,109087,109089,23,0,1
20230703,02:48:00,109090,109099,109090,109094,21,0,1
20230703,02:49:00,109094,109104,109089,109089,22,0,1
20230703,02:50:00,109090,109094,109085,109087,28,0,1
20230703,02:51:00,109086,109088,109077,109079,28,0,1
20230703,02:52:00,109079,109080,109078,109078,7,0,0
20230703,02:53:00,109079,109081,109069,109070,35,0,1
20230703,02:54:00,109070,109071,109065,109069,21,0,6
20230703,02:55:00,109069,109074,109068,109070,25,0,7
20230703,02:56:00,109070,109073,109063,109069,34,0,1
20230703,02:57:00,109069,109069,109067,109068,8,0,8
20230703,02:58:00,109071,109072,109063,109065,28,0,1
20230703,02:59:00,109066,109075,109066,109072,10,0,6
20230703,03:00:00,109072,109076,109052,109067,74,0,1
20230703,03:01:00,109067,109081,109066,109078,33,0,1
20230703,03:02:00,109078,109090,109064,109064,66,0,1
20230703,03:03:00,109064,109083,109060,109077,49,0,1
20230703,03:04:00,109077,109078,109072,109075,11,0,1
20230703,03:05:00,109076,109076,109069,109072,21,0,0
20230703,03:06:00,109072,109074,109069,109069,14,0,0
20230703,03:07:00,109070,109077,109069,109077,19,0,1
20230703,03:08:00,109077,109088,109077,109077,28,0,1
20230703,03:09:00,109077,109091,109077,109087,34,0,0
20230703,03:10:00,109087,109091,109085,109089,14,0,0
20230703,03:11:00,109091,109092,109087,109087,8,0,1
20230703,03:12:00,109090,109091,109081,109086,17,0,1
20230703,03:13:00,109086,109086,109073,109081,18,0,1
20230703,03:14:00,109083,109087,109083,109086,10,0,0
20230703,03:15:00,109087,109092,109086,109092,17,0,1
20230703,03:16:00,109090,109097,109077,109081,20,0,0
20230703,03:17:00,109081,109088,109076,109088,22,0,1
20230703,03:18:00,109088,109090,109083,109084,16,0,1
20230703,03:19:00,109083,109084,109063,109065,25,0,1
20230703,03:20:00,109067,109072,109062,109066,17,0,1
20230703,03:21:00,109066,109070,109063,109065,19,0,1
20230703,03:22:00,109065,109065,109060,109062,8,0,1
20230703,03:23:00,109062,109069,109061,109067,14,0,0
20230703,03:24:00,109066,109068,109062,109062,15,0,1
20230703,03:25:00,109062,109063,109055,109063,13,0,1
20230703,03:26:00,109063,109065,109058,109061,21,0,0
20230703,03:27:00,109061,109070,109061,109070,14,0,1
20230703,03:28:00,109070,109078,109068,109078,9,0,1
20230703,03:29:00,109078,109081,109074,109075,16,0,1
20230703,03:30:00,109072,109076,109064,109068,31,0,1
20230703,03:31:00,109066,109068,109066,109067,10,0,1
20230703,03:32:00,109066,109072,109066,109069,38,0,8
20230703,03:33:00,109069,109074,109063,109066,42,0,7
20230703,03:34:00,109065,109078,109062,109076,29,0,1
20230703,03:35:00,109075,109075,109070,109071,5,0,0
20230703,03:36:00,109070,109071,109062,109062,16,0,0
20230703,03:37:00,109062,109062,109057,109062,8,0,1
20230703,03:38:00,109062,109071,109062,109071,14,0,1
20230703,03:39:00,109072,109072,109067,109067,5,0,0
20230703,03:40:00,109066,109071,109066,109070,11,0,0
20230703,03:41:00,109072,109072,109069,109069,4,0,0
20230703,03:42:00,109070,109071,109066,109071,13,0,0
20230703,03:43:00,109071,109072,109059,109059,22,0,0
20230703,03:44:00,109056,109056,109048,109052,21,0,1
20230703,03:45:00,109052,109058,109052,109053,14,0,1
20230703,03:46:00,109053,109053,109040,109040,11,0,0
20230703,03:47:00,109040,109046,109035,109035,23,0,1
20230703,03:48:00,109035,109039,109028,109031,22,0,0
20230703,03:49:00,109033,109040,109032,109034,19,0,0
20230703,03:50:00,109034,109037,109028,109035,25,0,1
20230703,03:51:00,109035,109035,109028,109032,21,0,1
20230703,03:52:00,109032,109032,109024,109025,20,0,1
20230703,03:53:00,109025,109032,109025,109030,11,0,1
20230703,03:54:00,109030,109031,109023,109027,36,0,1
20230703,03:55:00,109027,109034,109021,109021,48,0,1
20230703,03:56:00,109022,109025,109018,109021,23,0,1
20230703,03:57:00,109021,109021,109004,109005,34,0,1
20230703,03:58:00,109005,109017,109004,109015,42,0,1
20230703,03:59:00,109013,109016,109012,109013,22,0,1
20230703,04:00:00,109013,109019,109009,109019,39,0,1
20230703,04:01:00,109020,109034,109014,109031,50,0,1
20230703,04:02:00,109031,109042,109025,109029,48,0,1
20230703,04:03:00,109026,109030,109022,109027,33,0,1
20230703,04:04:00,109027,109030,109026,109026,19,0,1
20230703,04:05:00,109026,109049,109022,109047,22,0,1
20230703,04:06:00,109047,109048,109043,109047,14,0,1
20230703,04:07:00,109046,109046,109035,109040,13,0,1
20230703,04:08:00,109040,109045,109040,109040,13,0,1
20230703,04:09:00,109039,109039,109035,109039,12,0,1
20230703,04:10:00,109042,109044,109038,109042,18,0,1
20230703,04:11:00,109040,109043,109034,109036,32,0,6
20230703,04:12:00,109036,109037,109024,109028,27,0,1
20230703,04:13:00,109027,109031,109015,109026,24,0,1
20230703,04:14:00,109025,109042,109025,109041,27,0,1
20230703,04:15:00,109042,109070,109042,109060,63,0,1
20230703,04:16:00,109060,109067,109057,109065,33,0,1
20230703,04:17:00,109063,109072,109061,109064,25,0,1
20230703,04:18:00,109061,109069,109060,109066,29,0,0
20230703,04:19:00,109066,109069,109066,109068,8,0,0
20230703,04:20:00,109068,109071,109064,109064,22,0,0
20230703,04:21:00,109063,109067,109058,109058,34,0,0
20230703,04:22:00,109058,109060,109050,109050,20,0,0
20230703,04:23:00,109050,109054,109046,109048,20,0,1
20230703,04:24:00,109047,109050,109041,109050,27,0,1
20230703,04:25:00,109049,109055,109049,109055,5,0,0
20230703,04:26:00,109055,109056,109051,109055,11,0,0
20230703,04:27:00,109055,109055,109045,109051,20,0,0
20230703,04:28:00,109051,109051,109045,109045,22,0,0
20230703,04:29:00,109046,109063,109046,109059,36,0,0
20230703,04:30:00,109061,109100,109061,109100,100,0,0
20230703,04:31:00,109100,109126,109099,109126,61,0,1
20230703,04:32:00,109127,109135,109124,109135,46,0,1
20230703,04:33:00,109135,109143,109114,109115,65,0,1
20230703,04:34:00,109115,109137,109110,109137,79,0,1
20230703,04:35:00,109138,109156,109136,109156,57,0,1
20230703,04:36:00,109158,109166,109156,109161,56,0,0
20230703,04:37:00,109162,109162,109157,109161,24,0,0
20230703,04:38:00,109162,109176,109160,109176,40,0,0
20230703,04:39:00,109176,109178,109159,109161,23,0,1
20230703,04:40:00,109161,109165,109156,109160,38,0,0
20230703,04:41:00,109159,109160,109134,109136,26,0,1
20230703,04:42:00,109135,109152,109135,109140,25,0,1
20230703,04:43:00,109138,109139,109135,109135,8,0,0
20230703,04:44:00,109135,109138,109117,109126,23,0,1
20230703,04:45:00,109126,109145,109126,109141,38,0,1
20230703,04:46:00,109140,109140,109127,109127,22,0,0
20230703,04:47:00,109126,109127,109120,109121,18,0,1
20230703,04:48:00,109120,109121,109105,109105,32,0,1
20230703,04:49:00,109104,109107,109103,109104,7,0,1
20230703,04:50:00,109104,109105,109097,109105,14,0,1
20230703,04:51:00,109105,109105,109087,109091,19,0,1
20230703,04:52:00,109089,109092,109080,109085,36,0,1
20230703,04:53:00,109085,109091,109074,109074,18,0,1
20230703,04:54:00,109074,109084,109074,109080,16,0,1
20230703,04:55:00,109079,109079,109068,109071,12,0,1
20230703,04:56:00,109071,109081,109070,109081,23,0,0
20230703,04:57:00,109080,109081,109069,109076,20,0,0
20230703,04:58:00,109076,109094,109076,109084,35,0,0
20230703,04:59:00,109084,109090,109082,109086,81,0,1
20230703,05:00:00,109086,109098,109086,109087,49,0,1
20230703,05:01:00,109086,109090,109084,109090,21,0,1
20230703,05:02:00,109091,109093,109078,109083,46,0,0
20230703,05:03:00,109085,109097,109085,109094,28,0,1
20230703,05:04:00,109094,109101,109084,109093,86,0,1
20230703,05:05:00,109093,109095,109081,109090,34,0,1
20230703,05:06:00,109090,109095,109084,109093,12,0,1
20230703,05:07:00,109094,109101,109087,109087,13,0,1
20230703,05:08:00,109087,109087,109074,109074,22,0,0
20230703,05:09:00,109075,109082,109074,109078,13,0,1
20230703,05:10:00,109079,109091,109079,109091,14,0,1
20230703,05:11:00,109091,109096,109083,109087,23,0,1
20230703,05:12:00,109087,109091,109087,109089,12,0,1
20230703,05:13:00,109089,109104,109089,109103,17,0,1
20230703,05:14:00,109103,109103,109097,109100,13,0,1
20230703,05:15:00,109101,109102,109094,109095,18,0,1
20230703,05:16:00,109095,109099,109090,109097,13,0,1
20230703,05:17:00,109099,109105,109086,109086,23,0,0
20230703,05:18:00,109086,109090,109081,109088,14,0,0
20230703,05:19:00,109088,109088,109073,109075,16,0,1
20230703,05:20:00,109075,109076,109071,109074,16,0,1
20230703,05:21:00,109074,109075,109063,109073,25,0,1
20230703,05:22:00,109073,109083,109070,109082,20,0,1
20230703,05:23:00,109082,109095,109081,109086,20,0,1
20230703,05:24:00,109086,109089,109076,109084,16,0,1
20230703,05:25:00,109084,109089,109083,109085,15,0,1
20230703,05:26:00,109086,109092,109086,109087,14,0,1
20230703,05:27:00,109087,109087,109079,109085,16,0,0
20230703,05:28:00,109085,109086,109082,109082,5,0,1
20230703,05:29:00,109083,109090,109083,109083,12,0,1
20230703,05:30:00,109083,109085,109078,109085,17,0,1
20230703,05:31:00,109085,109085,109077,109077,16,0,1
20230703,05:32:00,109077,109077,109072,109072,9,0,1
20230703,05:33:00,109071,109075,109069,109070,14,0,0
20230703,05:34:00,109070,109076,109065,109076,13,0,0
20230703,05:35:00,109080,109080,109069,109069,16,0,1
20230703,05:36:00,109069,109080,109068,109079,12,0,1
20230703,05:37:00,109079,109079,109066,109070,13,0,1
20230703,05:38:00,109070,109081,109070,109079,21,0,1
20230703,05:39:00,109079,109079,109073,109074,8,0,0
20230703,05:40:00,109074,109084,109065,109081,26,0,0
20230703,05:41:00,109081,109092,109080,109091,17,0,0
20230703,05:42:00,109091,109095,109087,109090,12,0,0
20230703,05:43:00,109090,109090,109075,109086,23,0,0
20230703,05:44:00,109085,109091,109085,109091,6,0,1
20230703,05:45:00,109091,109096,109091,109091,7,0,1
20230703,05:46:00,109091,109091,109079,109080,14,0,1
20230703,05:47:00,109079,109082,109073,109082,16,0,1
20230703,05:48:00,109082,109087,109081,109086,12,0,1
20230703,05:49:00,109087,109092,109087,109090,12,0,0
20230703,05:50:00,109090,109092,109084,109084,18,0,0
20230703,05:51:00,109085,109086,109080,109080,8,0,1
20230703,05:52:00,109080,109081,109078,109079,8,0,1
20230703,05:53:00,109080,109080,109075,109075,6,0,1
20230703,05:54:00,109075,109075,109070,109071,12,0,0
20230703,05:55:00,109071,109074,109069,109074,6,0,0
20230703,05:56:00,109074,109080,109074,109080,8,0,0
20230703,05:57:00,109081,109081,109079,109079,3,0,0
20230703,05:58:00,109080,109081,109072,109074,12,0,0
20230703,05:59:00,109074,109075,109074,109074,3,0,0
20230703,06:00:00,109074,109076,109068,109068,18,0,0
20230703,06:01:00,109068,109069,109065,109066,10,0,1
20230703,06:02:00,109066,109066,109065,109066,5,0,1
20230703,06:03:00,109066,109075,109066,109075,19,0,0
20230703,06:04:00,109075,109080,109070,109080,20,0,0
20230703,06:05:00,109080,109083,109076,109076,12,0,1
20230703,06:06:00,109076,109086,109076,109085,14,0,1
20230703,06:07:00,109085,109086,109085,109085,7,0,0
20230703,06:08:00,109085,109086,109084,109084,4,0,1
20230703,06:09:00,109084,109086,109079,109085,11,0,0
20230703,06:10:00,109085,109085,109079,109079,13,0,0
20230703,06:11:00,109080,109085,109079,109085,7,0,1
20230703,06:12:00,109085,109085,109080,109080,7,0,1
20230703,06:13:00,109080,109089,109078,109085,14,0,1
20230703,06:14:00,109087,109088,109085,109085,5,0,1
20230703,06:15:00,109085,109085,109078,109079,16,0,1
20230703,06:16:00,109080,109083,109079,109079,14,0,1
20230703,06:17:00,109080,109083,109079,109082,9,0,1
20230703,06:18:00,109082,109089,109081,109089,12,0,0
20230703,06:19:00,109088,109089,109085,109088,14,0,0
20230703,06:20:00,109088,109088,109079,109079,15,0,1
20230703,06:21:00,109079,109080,109076,109076,14,0,0
20230703,06:22:00,109076,109083,109075,109081,9,0,1
20230703,06:23:00,109081,109088,109081,109086,12,0,1
20230703,06:24:00,109086,109090,109085,109085,16,0,0
20230703,06:25:00,109085,109091,109085,109088,7,0,1
20230703,06:26:00,109088,109089,109086,109088,11,0,0
20230703,06:27:00,109088,109095,109084,109084,23,0,1
20230703,06:28:00,109079,109080,109079,109079,7,0,1
20230703,06:29:00,109080,109080,109076,109076,13,0,1
20230703,06:30:00,109076,109080,109076,109079,10,0,1
20230703,06:31:00,109079,109079,109074,109074,8,0,1
20230703,06:32:00,109074,109085,109074,109079,25,0,1
20230703,06:33:00,109080,109081,109078,109080,15,0,1
20230703,06:34:00,109080,109085,109080,109085,7,0,1
20230703,06:35:00,109085,109085,109078,109080,6,0,1
20230703,06:36:00,109080,109082,109071,109075,12,0,1
20230703,06:37:00,109075,109080,109074,109076,11,0,1
20230703,06:38:00,109076,109081,109076,109081,6,0,1
20230703,06:39:00,109082,109086,109081,109084,14,0,1
20230703,06:40:00,109084,109096,109084,109096,14,0,1
20230703,06:41:00,109097,109099,109093,109099,10,0,1
20230703,06:42:00,109099,109101,109098,109101,6,0,1
20230703,06:43:00,109101,109115,109100,109114,23,0,1
20230703,06:44:00,109114,109123,109114,109119,25,0,0
20230703,06:45:00,109119,109119,109112,109115,18,0,1
20230703,06:46:00,109115,109115,109108,109111,17,0,1
20230703,06:47:00,109111,109115,109110,109110,10,0,1
20230703,06:48:00,109110,109114,109110,109112,12,0,1
20230703,06:49:00,109112,109121,109112,109117,12,0,1
20230703,06:50:00,109117,109125,109114,109125,10,0,1
20230703,06:51:00,109125,109127,109124,109126,9,0,1
20230703,06:52:00,109126,109130,109125,109126,8,0,1
20230703,06:53:00,109127,109130,109125,109130,14,0,0
20230703,06:54:00,109130,109130,109124,109125,9,0,1
20230703,06:55:00,109125,109129,109122,109122,10,0,1
20230703,06:56:00,109122,109126,109121,109123,26,0,1
20230703,06:57:00,109123,109133,109122,109128,36,0,1
20230703,06:58:00,109129,109136,109126,109127,28,0,1
20230703,06:59:00,109127,109127,109124,109124,13,0,1
20230703,07:00:00,109125,109128,109125,109127,11,0,0
20230703,07:01:00,109128,109132,109125,109126,27,0,0
20230703,07:02:00,109126,109130,109125,109130,15,0,0
20230703,07:03:00,109130,109141,109129,109141,30,0,0
20230703,07:04:00,109141,109143,109138,109142,11,0,0
20230703,07:05:00,109142,109142,109138,109138,13,0,0
20230703,07:06:00,109138,109138,109129,109131,10,0,0
20230703,07:07:00,109131,109131,109128,109131,12,0,0
20230703,07:08:00,109131,109134,109131,109134,5,0,0
20230703,07:09:00,109134,109135,109133,109135,9,0,0
20230703,07:10:00,109139,109142,109136,109140,31,0,0
20230703,07:11:00,109140,109142,109136,109137,17,0,0
20230703,07:12:00,109137,109145,109136,109143,27,0,0
20230703,07:13:00,109142,109145,109142,109145,11,0,0
20230703,07:14:00,109145,109145,109141,109141,18,0,0
20230703,07:15:00,109142,109144,109141,109144,8,0,0
20230703,07:16:00,109143,109143,109141,109141,3,0,0
20230703,07:17:00,109141,109142,109140,109140,11,0,0
20230703,07:18:00,109141,109142,109138,109140,21,0,0
20230703,07:19:00,109140,109140,109138,109140,6,0,0
20230703,07:20:00,109140,109141,109137,109137,6,0,0
20230703,07:21:00,109137,109138,109136,109137,4,0,0
20230703,07:22:00,109137,109138,109130,109137,13,0,0
20230703,07:23:00,109134,109146,109133,109146,14,0,0
20230703,07:24:00,109146,109146,109144,109146,4,0,0
20230703,07:25:00,109145,109153,109145,109153,8,0,0
20230703,07:26:00,109153,109161,109153,109161,7,0,0
20230703,07:27:00,109161,109162,109161,109161,5,0,0
20230703,07:28:00,109162,109166,109161,109161,8,0,0
20230703,07:29:00,109163,109163,109159,109159,11,0,0
20230703,07:30:00,109158,109162,109158,109158,10,0,0
20230703,07:31:00,109159,109159,109148,109151,16,0,0
20230703,07:32:00,109150,109152,109150,109152,2,0,0
20230703,07:33:00,109152,109155,109150,109152,10,0,0
20230703,07:34:00,109152,109155,109147,109155,11,0,0
20230703,07:35:00,109155,109156,109152,109155,24,0,0
20230703,07:36:00,109155,109157,109146,109146,16,0,0
20230703,07:37:00,109146,109147,109141,109146,12,0,0
20230703,07:38:00,109146,109150,109139,109150,15,0,0
20230703,07:39:00,109150,109151,109145,109151,9,0,0
20230703,07:40:00,109151,109152,109151,109152,8,0,0
20230703,07:41:00,109153,109153,109152,109152,4,0,0
20230703,07:42:00,109152,109152,109147,109147,12,0,0
20230703,07:43:00,109147,109151,109142,109151,13,0,0
20230703,07:44:00,109151,109152,109146,109149,11,0,0
20230703,07:45:00,109149,109152,109147,109148,10,0,0
20230703,07:46:00,109148,109152,109148,109152,5,0,0
20230703,07:47:00,109152,109157,109152,109157,4,0,0
20230703,07:48:00,109157,109157,109154,109156,5,0,0
20230703,07:49:00,109156,109157,109152,109152,6,0,0
20230703,07:50:00,109152,109152,109144,109146,11,0,0
20230703,07:51:00,109146,109149,109143,109147,14,0,0
20230703,07:52:00,109147,109152,109147,109152,8,0,0
20230703,07:53:00,109152,109154,109152,109153,4,0,0
20230703,07:54:00,109153,109156,109151,109156,5,0,0
20230703,07:55:00,109156,109166,109156,109166,12,0,0
20230703,07:56:00,109166,109181,109166,109179,27,0,0
20230703,07:57:00,109180,109182,109177,109178,11,0,0
20230703,07:58:00,109178,109178,109170,109172,15,0,0
20230703,07:59:00,109172,109178,109170,109177,13,0,0
20230703,08:00:00,109177,109177,109158,109161,22,0,0
20230703,08:01:00,109163,109166,109161,109166,14,0,0
20230703,08:02:00,109166,109169,109161,109161,10,0,0
20230703,08:03:00,109161,109167,109161,109162,15,0,0
20230703,08:04:00,109161,109161,109156,109156,17,0,0
20230703,08:05:00,109156,109163,109155,109163,12,0,0
20230703,08:06:00,109163,109170,109163,109163,13,0,0
20230703,08:07:00,109163,109164,109156,109156,7,0,0
20230703,08:08:00,109156,109170,109155,109170,13,0,0
20230703,08:09:00,109171,109171,109167,109167,10,0,0
20230703,08:10:00,109166,109169,109166,109168,7,0,0
20230703,08:11:00,109168,109169,109165,109165,4,0,0
20230703,08:12:00,109165,109165,109157,109160,9,0,0
20230703,08:13:00,109160,109165,109160,109161,21,0,0
20230703,08:14:00,109161,109166,109160,109164,8,0,0
20230703,08:15:00,109164,109164,109155,109156,9,0,0
20230703,08:16:00,109158,109161,109157,109161,11,0,0
20230703,08:17:00,109162,109172,109162,109170,17,0,0
20230703,08:18:00,109169,109170,109165,109165,12,0,0
20230703,08:19:00,109165,109167,109162,109162,5,0,0
20230703,08:20:00,109162,109162,109153,109156,11,0,0
20230703,08:21:00,109156,109157,109152,109157,11,0,0
20230703,08:22:00,109157,109158,109148,109151,12,0,0
20230703,08:23:00,109154,109157,109151,109151,11,0,0
20230703,08:24:00,109151,109151,109145,109147,17,0,0
20230703,08:25:00,109147,109150,109143,109150,18,0,0
20230703,08:26:00,109150,109162,109150,109162,8,0,0
20230703,08:27:00,109162,109165,109161,109161,9,0,0
20230703,08:28:00,109161,109162,109156,109157,14,0,0
20230703,08:29:00,109157,109161,109156,109158,12,0,0
20230703,08:30:00,109159,109162,109157,109158,22,0,0
20230703,08:31:00,109158,109176,109157,109176,21,0,0
20230703,08:32:00,109177,109180,109168,109170,20,0,0
20230703,08:33:00,109169,109176,109166,109172,17,0,0
20230703,08:34:00,109172,109182,109172,109176,12,0,0
20230703,08:35:00,109176,109180,109175,109180,15,0,0
20230703,08:36:00,109180,109182,109172,109172,11,0,0
20230703,08:37:00,109172,109172,109165,109172,20,0,0
20230703,08:38:00,109172,109172,109166,109168,10,0,0
20230703,08:39:00,109168,109168,109154,109157,29,0,0
20230703,08:40:00,109157,109158,109153,109157,16,0,0
20230703,08:41:00,109156,109159,109155,109155,6,0,0
20230703,08:42:00,109157,109163,109156,109161,13,0,0
20230703,08:43:00,109161,109161,109157,109161,5,0,0
20230703,08:44:00,109161,109161,109145,109146,15,0,0
20230703,08:45:00,109146,109146,109116,109127,33,0,0
20230703,08:46:00,109127,109127,109117,109118,36,0,0
20230703,08:47:00,109118,109128,109115,109126,22,0,0
20230703,08:48:00,109126,109129,109119,109129,14,0,0
20230703,08:49:00,109129,109130,109120,109126,32,0,0
20230703,08:50:00,109126,109129,109122,109122,11,0,0
20230703,08:51:00,109122,109126,109120,109120,12,0,0
20230703,08:52:00,109120,109122,109110,109117,22,0,0
20230703,08:53:00,109118,109122,109113,109121,10,0,0
20230703,08:54:00,109121,109121,109113,109115,14,0,0
20230703,08:55:00,109115,109115,109097,109097,31,0,0
20230703,08:56:00,109096,109097,109071,109072,37,0,0
20230703,08:57:00,109071,109071,109055,109057,70,0,0
20230703,08:58:00,109059,109060,109038,109044,55,0,0
20230703,08:59:00,109043,109043,109031,109035,53,0,0
20230703,09:00:00,109034,109069,109028,109068,133,0,0
20230703,09:01:00,109067,109067,109045,109059,67,0,0
20230703,09:02:00,109059,109059,109037,109044,67,0,0
20230703,09:03:00,109047,109051,109026,109028,56,0,0
